id;nama;id_label;aktif
32067b2dfb9a79cde0301c9a0266b33dd4242692c54b299ed2178526459cdbf2;tes ;dffceb644249239f8a47e9f220b1313d3f2db695f7f12a58fc0b7f53237006bd;1
75077b35334377560ffb19729a6f87c88a19e1b8833455cba6c48b5a5355e063;mulai isi otomatis;cc317ded3d2b93e7887f28e3f047c86c248d572bebfbaf4f86084ead37caff48;1
